CN;Heilongjiang;Songjiang;46.8344;130.432
IT;Trentino-Alto Adige;Bolzano;46.4987;11.354
IT;Trentino-Alto Adige;Moena;46.3699;11.6528
IT;Lombardy;Sueglio;46.0859;9.33301
IT;Trentino-Alto Adige;Bolzano;46.4992;11.3489
IT;Trentino-Alto Adige;Bolzano;46.499;11.3537
IT;Trentino-Alto Adige;Bolzano;46.4827;11.3313
IT;Trentino-Alto Adige;Pergine Valsugana;46.065;11.237
IT;Trentino-Alto Adige;Trento;46.0689;11.1212
IT;Veneto;Belluno;46.1574;12.2326
IT;Trentino-Alto Adige;Naturns;46.6473;11.0037
IT;Trentino-Alto Adige;Bolzano;46.4738;11.3212
HU;Bács-Kiskun;Nagybaracska;46.0425;18.9059
HU;Bács-Kiskun;Vaskút;46.1078;18.9851
HU;Bekes County;Dombegyház;46.3333;21.1333
FR;Pays de la Loire;Sainte-Gemme-la-Plaine;46.4837;-1.1122
CH;Fribourg;Semsales;46.5691;6.91699
CH;Fribourg;Marsens;46.6564;7.05948
CH;Fribourg;Bulle;46.627;7.06767
HU;Bács-Kiskun;Kecskemét;46.912;19.6878
HU;Bács-Kiskun;Kecskemét (Hunyadiváros);46.9202;19.708
HU;Csongrád;Hódmezővásárhely;46.4165;20.3308
HR;Koprivnica-Križevci;Podravske Sesvete;46.005;17.2117
CH;Bern;Liebefeld;46.9349;7.41857
CH;Geneva;Geneva;46.2036;6.14425
CH;Geneva;Vernier;46.2213;6.09741
RO;Neamț County;Piatra Neamţ;46.9328;26.3573
RO;Alba County;Ocna Mureş;46.395;23.8537
RO;Alba County;Ocna Mureş;46.3945;23.8537
RO;Cluj County;Cluj-Napoca;46.7841;23.552
RO;Cluj County;Cluj-Napoca;46.7768;23.5874
RO;Cluj County;Cluj-Napoca;46.7419;23.5648
RO;Arad County;Arad;46.1423;21.349
RO;Harghita County;Miercurea-Ciuc;46.3478;25.8032
RO;Harghita County;Tulgheş;46.9596;25.7606
RO;Bihor County;Ștei;46.5363;22.457
RO;Cluj County;Cluj-Napoca (Gheorghieni);46.7622;23.615
RO;Harghita County;Miercurea-Ciuc;46.3624;25.7966
RO;Bacău County;Bacau;46.5613;26.9165
RO;Harghita County;Ciumani;46.6793;25.5179
RO;Cluj County;Floreşti;46.7312;23.486
RO;Harghita County;Miercurea-Ciuc;46.358;25.804
RO;Mureș County;Târgu Mureş;46.5553;24.5818
RO;Cluj County;Cluj-Napoca;46.7607;23.6135
RO;Arad County;Sântana;46.357;21.5094
RO;Alba County;Zlatna;46.116;23.2246
RO;Arad County;Arad;46.1646;21.3125
AT;Styria;Gleinstätten;46.7536;15.3697
AT;Styria;Vogau;46.7319;15.6084
AT;Styria;Gnas;46.8731;15.8253
AT;Carinthia;Markstein;46.6963;14.1141
AT;Tyrol;Dölsach;46.8283;12.8453
AT;Carinthia;Wölfnitz;46.6664;14.2581
AT;Tyrol;Sillian;46.7528;12.4211
AT;Carinthia;Reifnitz;46.6072;14.1817
FR;Auvergne-Rhône-Alpes;Châtillon-en-Michaille;46.1432;5.7995
FR;Auvergne-Rhône-Alpes;Chevry;46.2814;6.03873
FR;Auvergne-Rhône-Alpes;Sergy;46.2507;6.00183
FR;Auvergne-Rhône-Alpes;Collonges;46.1382;5.90506
RU;Kalmykiya Republic;Troitskoye;46.413;44.2579
RU;Krasnodar Krai;Pavlovskaya;46.139;39.7862
RU;Krasnodar Krai;Kushchyovskaya;46.5599;39.6321
CH;Vaud;Cheseaux-sur-Lausanne;46.5813;6.59539
CH;Neuchâtel;Cortaillod;46.9431;6.84679
RO;Harghita;Odorheiu Secuiesc (Sâmbătești);46.3116;25.2849
RO;Harghita;Miercurea-Ciuc;46.3569;25.8093
RO;Mureş;Târgu Mureş;46.5456;24.5625
RO;Cluj;Cluj-Napoca;46.7772;23.5999
RO;Bacău;Bacau;46.5647;26.9011
RO;Cluj;Cluj-Napoca (Grădinile Mănăștur);46.766;23.5744
RO;Cluj;Cluj-Napoca;46.7848;23.6475
RO;Cluj;Cluj-Napoca;46.7752;23.6031
RO;Cluj;Cluj-Napoca;46.7556;23.5922
RO;Cluj;Cluj-Napoca;46.7817;23.5875
RO;Cluj;Cluj-Napoca;46.7566;23.595
RU;Sakhalin Oblast;Korsakov;46.6345;142.775
FR;Bourgogne-Franche-Comté;Jougne;46.7629;6.38838
FR;Nouvelle-Aquitaine;Villeneuve-la-Comtesse;46.098;-0.50547
RO;Mureș County;Sovata;46.5944;25.072
RO;Arad County;Lipova;46.085;21.6885
RO;Timiș County;Sânnicolau Mare;46.0683;20.6366
RO;Mureș;Târgu Mureş;46.5275;24.5429
MD;Bender Municipality;Tighina;46.8377;29.4874
CH;Vaud;Lausanne;46.5151;6.6293
CH;Vaud;Cheseaux-sur-Lausanne;46.5775;6.5904
HR;Međimurje;Novakovec;46.4537;16.568
HU;Csongrád;Algyő;46.3347;20.2085
UA;Odesa;Odesa (Prymorsk Raion);46.472;30.7508
FR;Nouvelle-Aquitaine;Poitiers;46.5842;0.367237
HR;Koprivnica-Križevci;Gola;46.1958;17.0581
HR;Varaždin;Kelemen;46.2567;16.4353
HR;Međimurje;Pretetinec;46.3923;16.3692
HR;Krapina-Zagorje;Zlatar bistrica;46.0497;16.0861
HR;Koprivnica-Križevci;Koprivnički Bregi;46.1386;16.9058
HR;Varaždin;Maruševec;46.2832;16.185
RO;Neamț County;Cazaci;46.8577;26.1431
RO;Bacău County;Slănic-Moldova;46.2231;26.4741
RO;Vaslui County;Laza;46.65;27.5833
RO;Bihor County;Cărpinet;46.45;22.4833
RO;Cluj County;Mociu;46.8;24.0333
IT;Lombardy;Stazzona;46.1478;9.28058
SI;Šenčur;Šenčur;46.2355;14.4091
SI;Nazarje;Nazarje;46.3176;14.9467
SI;Miklavž na Dravskem Polju;Miklavž na Dravskem Polju;46.5058;15.6972
SI;Vitanje;Vitanje;46.3817;15.2958
SI;Miklavž na Dravskem Polju;Dravski Dvor;46.4672;15.7164
SI;Žalec;Šempeter v Savinj. Dolini;46.2564;15.1219
SI;Žalec;Žalec;46.2515;15.1648
SI;Hajdina;Zgornja Hajdina;46.4061;15.8386
SI;Duplek;Spodnji Duplek;46.5031;15.7453
SI;Slovenska Bistrica;Pragersko;46.3967;15.66
SI;Maribor City Municipality;Kamnica;46.5744;15.6142
SI;Markovci;Stojnci;46.3811;15.9828
SI;Maribor City Municipality;Dogoše;46.5231;15.7067
SI;Hoče-Slivnica;Pivola;46.5025;15.6213
SI;Slovenska Bistrica;Visole;46.4035;15.5276
SI;Žalec;Pernovo;46.2906;15.1862
SI;Slovenska Bistrica;Gabernik;46.4261;15.5936
SI;Kidričevo;Gaj;46.4054;15.6726
HU;Baranya;Szentlőrinc;46.0402;17.9872
SI;Kamnik;Šmarca;46.1933;14.5967
SI;Kamnik;Podgorje;46.2167;14.5833
SI;Domžale;Nožice;46.1847;14.5953
SI;Kamnik;Mekinje;46.2333;14.6167
SI;Vodice;Vodice;46.1899;14.4949
SI;Medvode;Goričane;46.1394;14.3936
SI;Ljubljana;Ljubljana;46.0571;14.5069
SI;Rogašovci;Serdica;46.819;16.0303
SI;Celje;Gorica pri Šmartnem;46.2744;15.2308
SI;Šentilj;Šentilj;46.6817;15.6481
SI;Dobrova-Horjul-Polhov Gradec;Polhov Gradec;46.0669;14.3161
SI;Radlje ob Dravi;Radlje ob Dravi;46.6142;15.2264
HR;Međimurska;Merhatovec;46.4618;16.4149
FR;Nouvelle-Aquitaine;La Rochelle;46.1596;-1.19026
FR;Bourgogne-Franche-Comté;Mâcon;46.3069;4.82873
FR;Auvergne-Rhône-Alpes;Cours-la-Ville;46.0982;4.31876
FR;Nouvelle-Aquitaine;Poitiers;46.5703;0.370223
FR;Bourgogne-Franche-Comté;Morez;46.513;6.02627
FR;Pays de la Loire;La Roche-sur-Yon;46.6846;-1.43901
FR;Auvergne-Rhône-Alpes;Viuz-en-Sallaz (La Pêche);46.1551;6.42303
FR;Pays de la Loire;Saint-Gilles-Croix-de-Vie;46.6893;-1.92496
FR;Pays de la Loire;Mortagne-sur-Sèvre;46.9911;-0.939407
FR;Bourgogne-Franche-Comté;Moirans-en-Montagne;46.4338;5.72643
FR;Nouvelle-Aquitaine;L'Absie;46.6324;-0.57709
FR;Nouvelle-Aquitaine;Faye-l'Abbesse;46.8302;-0.35273
FR;Nouvelle-Aquitaine;Smarves;46.5113;0.35007
FR;Bourgogne-Franche-Comté;Lacrost;46.558;4.93229
FR;Auvergne-Rhône-Alpes;Thyez;46.0825;6.53777
RO;Harghita County;Vlăhiţa;46.345;25.527
MD;Anenii Noi;Anenii Noi;46.8784;29.2348
RO;Mureș County;Sighișoara;46.2169;24.7911
RO;Arad County;Lipova;46.0847;21.6882
RO;Mureș;Sovata;46.5944;25.072
CH;Valais;Evolène;46.1142;7.49407
RO;Harghita County;Dârjiu;46.2;25.2
RO;Harghita County;Mădăraș;46.4941;25.7495
RO;Mureș County;Răstoliţa;46.9726;24.9929
RO;Bistrița-Năsăud County;Ocnița;46.8627;24.4868
RO;Cluj County;Huedin;46.8667;23.05
RO;Timiș County;Cenad;46.1333;20.5833
RO;Alba County;Baia de Arieş;46.3805;23.2812
RO;Mureș County;Filea;46.9421;24.8855
RO;Timiș County;Alioș;46.0379;21.4929
RO;Bacău County;Răchitoasa;46.4333;27.3667
RO;Mureș County;Apold;46.1167;24.8167
RO;Alba County;Cetatea de Baltă;46.2479;24.1724
RO;Bihor County;Salonta;46.8053;21.649
RO;Harghita County;Chileni;46.6812;25.5731
RO;Mureș County;Dedrad;46.8263;24.658
RO;Vaslui County;Tutova;46.1167;27.55
RO;Neamț County;Oniceni;46.8167;27.15
RO;Mureș County;Glodeni;46.65;24.6
RO;Alba County;Aiud;46.3101;23.7213
RO;Neamț County;Bălănești;46.9483;26.6374
RO;Vaslui County;Ibănești;46.3948;27.6255
RO;Bihor County;Criştioru de Jos;46.4194;22.5346
RO;Cluj County;Cheia;46.5414;23.7087
RO;Alba County;Poienile-Mogoş;46.2833;23.2833
RO;Vaslui County;Chițoc;46.5955;27.6745
RO;Vaslui County;Pribești;46.91;27.7966
RO;Vrancea;Adjud;46.0962;27.1822
RO;Vaslui County;Iana;46.3833;27.55
RO;Vaslui County;Iveşti;46.1833;27.5333
RO;Mureș County;Breaza;46.7667;24.6333
RO;Mureș County;Cuștelnic;46.339;24.3118
RO;Mureș County;Cornești;46.2922;24.2128
RO;Mureș County;Daia;46.1471;24.9027
RO;Mureș County;Gheja;46.4473;24.0649
RO;Arad County;Covăsinţ;46.2;21.6
RO;Arad County;Petriş;46.05;22.3833
RO;Arad County;Tauţ;46.2833;21.9167
RO;Arad County;Almaş;46.2833;22.2333
RO;Arad County;Şilindia;46.35;21.9167
RO;Harghita County;Lunca de Sus;46.5333;25.9667
RO;Cluj County;Sânpaul;46.8833;23.4167
RO;Mureș County;Acăţari;46.4798;24.6332
RO;Alba County;Șeușa;46.0599;23.6278
RO;Arad County;Vladimirescu;46.1663;21.401
FR;Auvergne-Rhône-Alpes;Cuisiat;46.3002;5.38809
FR;Auvergne-Rhône-Alpes;Curtafond;46.2731;5.08839
FR;Auvergne-Rhône-Alpes;Ceyzériat;46.1813;5.31977
FR;Auvergne-Rhône-Alpes;Brugheas;46.0768;3.3678
FR;Auvergne-Rhône-Alpes;Saint-Igny-de-Vers;46.2407;4.43598
FR;Auvergne-Rhône-Alpes;Fleurie;46.1922;4.69747
FR;Centre-Val de Loire;Mers-sur-Indre;46.6589;1.88076
FR;Auvergne-Rhône-Alpes;Meaulne;46.5983;2.6151
FR;Centre-Val de Loire;Drevant;46.6934;2.52496
FR;Centre-Val de Loire;Bruère-Allichamps;46.7685;2.43258
FR;Centre-Val de Loire;Chabenet;46.6243;1.49817
FR;Centre-Val de Loire;Ambrault;46.7837;1.95896
FR;Centre-Val de Loire;Saint-Août;46.7314;1.96534
FR;Centre-Val de Loire;Éguzon-Chantôme;46.45;1.58333
FR;Centre-Val de Loire;Chassignolles;46.5411;1.93952
FR;Centre-Val de Loire;Lignac;46.4658;1.21841
FR;Centre-Val de Loire;Saint-Chartier;46.6491;1.97733
FR;Centre-Val de Loire;Pruniers;46.7891;2.05056
FR;Centre-Val de Loire;Martizay;46.8077;1.04324
FR;Auvergne-Rhône-Alpes;Neuvecelle;46.395;6.61257
FR;Auvergne-Rhône-Alpes;Châtel;46.2649;6.8403
FR;Auvergne-Rhône-Alpes;Éloise;46.0803;5.86061
FR;Auvergne-Rhône-Alpes;Frangy;46.02;5.9322
FR;Auvergne-Rhône-Alpes;Génissiat;46.0525;5.80209
FR;Auvergne-Rhône-Alpes;Savigny;46.0674;5.95305
FR;Auvergne-Rhône-Alpes;Massongy;46.3181;6.33148
FR;Auvergne-Rhône-Alpes;Léaz;46.0978;5.8825
FR;Auvergne-Rhône-Alpes;Scientrier;46.1159;6.32484
FR;Auvergne-Rhône-Alpes;Bons-en-Chablais;46.2649;6.37129
FR;Auvergne-Rhône-Alpes;Vétraz-Monthoux;46.1743;6.25852
FR;Auvergne-Rhône-Alpes;Vers;46.0889;6.03142
FR;Auvergne-Rhône-Alpes;Chens-sur-Léman;46.3246;6.27075
FR;Auvergne-Rhône-Alpes;Évires;46.0378;6.22453
FR;Auvergne-Rhône-Alpes;Mont-Saxonnex;46.0508;6.47429
FR;Auvergne-Rhône-Alpes;Lully;46.2846;6.41695
FR;Auvergne-Rhône-Alpes;Cercier;46.0258;6.04899
FR;Auvergne-Rhône-Alpes;Saint-Laurent;46.0457;6.35826
FR;Auvergne-Rhône-Alpes;Pont-d'Ain;46.0558;5.33974
FR;Auvergne-Rhône-Alpes;Cerdon;46.0807;5.46601
FR;Auvergne-Rhône-Alpes;Saint-Denis-lès-Bourg;46.2022;5.18924
FR;Auvergne-Rhône-Alpes;Pers-Jussy;46.1059;6.26955
FR;Auvergne-Rhône-Alpes;Saint-Jeoire;46.1373;6.46172
FR;Nouvelle-Aquitaine;Ciré-d'Aunis;46.0551;-0.93092
FR;Nouvelle-Aquitaine;Lésigny;46.8492;0.76597
FR;Nouvelle-Aquitaine;Limalonges;46.1301;0.16934
FR;Nouvelle-Aquitaine;Boismé;46.7747;-0.43573
FR;Nouvelle-Aquitaine;Saint-Étienne-de-Fursac;46.1445;1.51369
FR;Nouvelle-Aquitaine;Bellac;46.1221;1.04927
FR;Nouvelle-Aquitaine;Pouillé;46.5369;0.57695
FR;Nouvelle-Aquitaine;Marsais;46.1254;-0.60019
FR;Pays de la Loire;La Génétouze;46.7333;-1.51667
FR;Pays de la Loire;Sainte-Foy;46.5455;-1.67527
FR;Pays de la Loire;Vendrennes;46.8261;-1.12339
FR;Pays de la Loire;Chaillé-les-Marais;46.3966;-1.02331
FR;Pays de la Loire;La Rabatelière;46.8606;-1.26235
FR;Pays de la Loire;La Boissière-de-Montaigu;46.9508;-1.19177
FR;Auvergne-Rhône-Alpes;Villié-Morgon;46.1623;4.68069
FR;Auvergne-Rhône-Alpes;Notre-Dame-de-Boisset;46.0008;4.1335
FR;Auvergne-Rhône-Alpes;Neuville-les-Dames;46.1623;5.00667
FR;Auvergne-Rhône-Alpes;Saint-Étienne-des-Oullières;46.0673;4.64945
FR;Auvergne-Rhône-Alpes;La Pacaudière;46.1788;3.86252
FR;Nouvelle-Aquitaine;Pompaire;46.6082;-0.23354
FR;Nouvelle-Aquitaine;Angliers;46.9464;0.11621
FR;Nouvelle-Aquitaine;Gourgé;46.7281;-0.16751
FR;Nouvelle-Aquitaine;Largeasse;46.6933;-0.49988
FR;Nouvelle-Aquitaine;Pleumartin;46.7375;0.76592
FR;Nouvelle-Aquitaine;Monthoiron;46.7335;0.61896
FR;Nouvelle-Aquitaine;Chambon-sur-Voueize;46.19;2.42488
FR;Nouvelle-Aquitaine;Coussay-les-Bois;46.8078;0.74275
FR;Nouvelle-Aquitaine;Senillé;46.7784;0.61426
FR;Nouvelle-Aquitaine;Saint-Cyr;46.7186;0.44194
FR;Nouvelle-Aquitaine;Arçais;46.2969;-0.69158
FR;Nouvelle-Aquitaine;Chey;46.3042;-0.0507
FR;Nouvelle-Aquitaine;Genouillé;46.1077;0.33699
FR;Nouvelle-Aquitaine;Le Dorat;46.2145;1.0816
FR;Nouvelle-Aquitaine;Saint-Georges-du-Bois;46.142;-0.73462
FR;Nouvelle-Aquitaine;Vasles;46.5757;-0.02519
FR;Nouvelle-Aquitaine;Bretignolles;46.863;-0.60699
FR;Bourgogne-Franche-Comté;Prémanon;46.4628;6.01896
FR;Bourgogne-Franche-Comté;Varennes-Saint-Sauveur;46.4823;5.24349
FR;Bourgogne-Franche-Comté;Saint-Usuge;46.679;5.25089
FR;Bourgogne-Franche-Comté;Romanèche-Thorins;46.184;4.74242
FR;Bourgogne-Franche-Comté;Morez;46.5254;6.02589
FR;Bourgogne-Franche-Comté;Arinthod;46.3934;5.56616
FR;Bourgogne-Franche-Comté;Saint-Bonnet-de-Joux;46.4825;4.43828
FR;Bourgogne-Franche-Comté;Poligny;46.8371;5.70505
FR;Bourgogne-Franche-Comté;Foncine-le-Haut;46.6583;6.07048
FR;Bourgogne-Franche-Comté;Ney;46.7357;5.88613
FR;Pays de la Loire;Lairoux;46.4481;-1.26616
FR;Nouvelle-Aquitaine;Genouillé;46.0227;-0.78499
FR;Nouvelle-Aquitaine;Champdeniers-Saint-Denis;46.4833;-0.4
FR;Nouvelle-Aquitaine;Le Busseau;46.5801;-0.59478
FR;Nouvelle-Aquitaine;Montmorillon;46.4264;0.86963
FR;Nouvelle-Aquitaine;Charroux;46.1444;0.40333
FR;Nouvelle-Aquitaine;Scorbé-Clairvaux;46.813;0.41344
FR;Nouvelle-Aquitaine;Sauzé-Vaussais;46.1338;0.10691
FR;Nouvelle-Aquitaine;Moncontour;46.8817;-0.01759
FR;Nouvelle-Aquitaine;Chabournay;46.717;0.2578
FR;Pays de la Loire;Les Châtelliers-Châteaumur;46.8552;-0.82024
FR;Pays de la Loire;Mervent;46.5227;-0.75634
FR;Nouvelle-Aquitaine;Azerables;46.3539;1.47377
FR;Nouvelle-Aquitaine;Saint-Saturnin-du-Bois;46.1401;-0.67125
FR;Nouvelle-Aquitaine;Clugnat;46.3093;2.11667
FR;Nouvelle-Aquitaine;Vernon;46.4403;0.47643
FR;Nouvelle-Aquitaine;Esnandes;46.2499;-1.1159
FR;Nouvelle-Aquitaine;Saint-Sulpice-les-Feuilles;46.3183;1.36753
FR;Nouvelle-Aquitaine;Échiré;46.3897;-0.41584
FR;Nouvelle-Aquitaine;Saint-Martin-de-Saint-Maixent;46.3952;-0.19334
FR;Nouvelle-Aquitaine;Granzay-Gript;46.2167;-0.48333
FR;Nouvelle-Aquitaine;Bourgneuf;46.1668;-1.02444
FR;Nouvelle-Aquitaine;Dissay;46.7006;0.43166
FR;Nouvelle-Aquitaine;Saint-Mard;46.0861;-0.71089
FR;Centre-Val de Loire;Saint-Florent-sur-Cher;46.9955;2.25076
FR;Centre-Val de Loire;Levet;46.926;2.40732
FR;Bourgogne-Franche-Comté;Mellecey;46.8108;4.72822
FR;Nouvelle-Aquitaine;Melleran;46.1316;0.002
FR;Nouvelle-Aquitaine;Saint-Martin-de-Bernegoue;46.2375;-0.34861
FR;Nouvelle-Aquitaine;Fontenille-Saint-Martin-dEntraigues;46.1167;-0.13333
FR;Nouvelle-Aquitaine;Le Pin;46.8628;-0.6551
FR;Nouvelle-Aquitaine;Romagne;46.2705;0.30179
FR;Nouvelle-Aquitaine;La Chapelle-Montreuil;46.5333;0.11667
FR;Nouvelle-Aquitaine;Luzay;46.9236;-0.1952
FR;Bourgogne-Franche-Comté;Mouchard;46.9726;5.79626
FR;Bourgogne-Franche-Comté;Mignovillard;46.7914;6.126
FR;Bourgogne-Franche-Comté;Chapelle-Voland;46.802;5.37652
FR;Bourgogne-Franche-Comté;Branges;46.6444;5.18465
FR;Auvergne-Rhône-Alpes;Margencel;46.3414;6.41416
FR;Auvergne-Rhône-Alpes;Bellevaux;46.2588;6.53351
FR;Auvergne-Rhône-Alpes;Habère-Lullin;46.2346;6.45523
FR;Auvergne-Rhône-Alpes;Le Petit-Bornand-les-Glières;46.0005;6.39602
FR;Auvergne-Rhône-Alpes;Saint-Paul-en-Chablais;46.3796;6.62483
FR;Auvergne-Rhône-Alpes;Challex;46.1846;5.97639
FR;Auvergne-Rhône-Alpes;Viriat;46.2548;5.21567
FR;Auvergne-Rhône-Alpes;Saint-Nizier-sous-Charlieu;46.1529;4.12399
FR;Nouvelle-Aquitaine;Saint-Xandre;46.2043;-1.10394
FR;Nouvelle-Aquitaine;Fleuré;46.4774;0.52152
FR;Nouvelle-Aquitaine;Jardres;46.5687;0.56464
FR;Nouvelle-Aquitaine;Bussière-Poitevine;46.2354;0.90481
FR;Nouvelle-Aquitaine;Saint-Pompain;46.4411;-0.60007
FR;Nouvelle-Aquitaine;Usseau;46.8758;0.50917
FR;Nouvelle-Aquitaine;Lussac-les-Églises;46.3453;1.17432
FR;Nouvelle-Aquitaine;La Trimouille;46.4676;1.04041
FR;Nouvelle-Aquitaine;Folles;46.1154;1.46013
FR;Nouvelle-Aquitaine;Nouic;46.0602;0.91919
FR;Nouvelle-Aquitaine;Chalais;46.9716;0.08754
FR;Nouvelle-Aquitaine;Assais-les-Jumeaux;46.7833;-0.05
FR;Nouvelle-Aquitaine;Civray;46.148;0.29513
FR;Nouvelle-Aquitaine;Saint-Germain-de-Marencennes;46.0778;-0.78909
FR;Nouvelle-Aquitaine;Benon;46.2041;-0.8175
FR;Nouvelle-Aquitaine;Châtillon-sur-Thouet;46.6626;-0.23855
FR;Nouvelle-Aquitaine;Sainte-Marie-de-Ré;46.1502;-1.31084
FR;Nouvelle-Aquitaine;Oyré;46.8728;0.62812
FR;Nouvelle-Aquitaine;Boussac-Bourg;46.3609;2.23425
FR;Nouvelle-Aquitaine;Naillat;46.2644;1.63725
FR;Nouvelle-Aquitaine;Loix;46.2234;-1.44092
FR;Nouvelle-Aquitaine;Vouillé;46.3149;-0.36772
FR;Nouvelle-Aquitaine;Saint-Gelais;46.3829;-0.38986
FR;Nouvelle-Aquitaine;Sainte-Soulle;46.1885;-1.01588
FR;Nouvelle-Aquitaine;Dompierre-sur-Mer;46.1883;-1.06353
FR;Nouvelle-Aquitaine;Saint-Pardoux;46.5714;-0.306
FR;Nouvelle-Aquitaine;Magné;46.3153;-0.54683
FR;Bourgogne-Franche-Comté;Chagny;46.9095;4.7519
FR;Auvergne-Rhône-Alpes;Gorrevod;46.4189;4.94522
FR;Bourgogne-Franche-Comté;Moulins-Engilbert;46.9882;3.81084
FR;Bourgogne-Franche-Comté;Chalmoux;46.5992;3.84785
FR;Bourgogne-Franche-Comté;Vitry-en-Charollais;46.7833;4.05
FR;Bourgogne-Franche-Comté;Montpont-en-Bresse;46.5563;5.16459
FR;Bourgogne-Franche-Comté;Frontenaud;46.5525;5.2923
FR;Bourgogne-Franche-Comté;Nanton;46.6202;4.81666
FR;Bourgogne-Franche-Comté;Allériot;46.8142;4.94592
FR;Bourgogne-Franche-Comté;Saint-Germain-lès-Arlay;46.7597;5.56005
FR;Auvergne-Rhône-Alpes;Manziat;46.3613;4.9058
FR;Bourgogne-Franche-Comté;Dommartin;46.9227;6.3074
FR;Bourgogne-Franche-Comté;Vinzelles;46.2733;4.76828
FR;Bourgogne-Franche-Comté;Le Breuil;46.8065;4.46953
FR;Pays de la Loire;Saint-Martin-des-Noyers;46.7219;-1.1788
FR;Pays de la Loire;La Réorthe;46.6069;-1.04954
FR;Pays de la Loire;Les Lucs-sur-Boulogne;46.8441;-1.49392
FR;Pays de la Loire;Saint-Révérend;46.6992;-1.8301
FR;Centre-Val de Loire;Charnizay;46.9136;0.98631
FR;Nouvelle-Aquitaine;Chaunay;46.2073;0.16412
FR;Nouvelle-Aquitaine;La Villedieu-du-Clain;46.4554;0.36956
FR;Nouvelle-Aquitaine;Vouneuil-sous-Biard;46.5728;0.27022
FR;Nouvelle-Aquitaine;Cramchaban;46.2167;-0.71667
FR;Nouvelle-Aquitaine;Saint-Bonnet-de-Bellac;46.1686;0.95428
FR;Nouvelle-Aquitaine;Saint-Silvain-Bas-le-Roc;46.3312;2.22851
FR;Nouvelle-Aquitaine;Saint-Médard-la-Rochette;46.05;2.15
FR;Nouvelle-Aquitaine;Fresselines;46.3829;1.68276
FR;Nouvelle-Aquitaine;Archigny;46.6732;0.65218
FR;Nouvelle-Aquitaine;Le Rochereau;46.7077;0.1537
FR;Nouvelle-Aquitaine;Montamisé;46.6215;0.42483
FR;Nouvelle-Aquitaine;Croutelle;46.5404;0.29051
FR;Centre-Val de Loire;Levroux;46.9786;1.61243
FR;Centre-Val de Loire;Tournon-Saint-Pierre;46.7393;0.95268
FR;Centre-Val de Loire;Parnac;46.4535;1.44258
FR;Centre-Val de Loire;Chantôme;46.4107;1.5559
FR;Centre-Val de Loire;Aigurande;46.434;1.83026
FR;Centre-Val de Loire;Chârost;46.9939;2.11639
FR;Centre-Val de Loire;Vallenay;46.7845;2.37106
FR;Nouvelle-Aquitaine;Saint-Sulpice-le-Guérétois;46.2003;1.82868
FR;Auvergne-Rhône-Alpes;Chanoz-Châtenay;46.1853;5.03168
FR;Auvergne-Rhône-Alpes;Romans;46.1198;5.02486
FR;Auvergne-Rhône-Alpes;Biziat;46.2174;4.94304
FR;Bourgogne-Franche-Comté;Aromas;46.2933;5.48053
FR;Auvergne-Rhône-Alpes;Saint-Martin-du-Mont;46.1026;5.32801
FR;Nouvelle-Aquitaine;Saint-Sulpice-le-Dunois;46.2996;1.72924
FR;Nouvelle-Aquitaine;Sansais;46.2746;-0.58665
FR;Nouvelle-Aquitaine;La Chapelle-Saint-Laurent;46.7461;-0.47665
FR;Nouvelle-Aquitaine;Saint-Vaury;46.2042;1.7557
FR;Nouvelle-Aquitaine;Aulnay;46.0209;-0.34677
FR;Nouvelle-Aquitaine;Clessé;46.7158;-0.40591
FR;Nouvelle-Aquitaine;Vernoux-en-Gâtine;46.6356;-0.51316
FR;Nouvelle-Aquitaine;Le Tallud;46.6307;-0.29759
FR;Nouvelle-Aquitaine;Brioux-sur-Boutonne;46.1421;-0.22259
FR;Nouvelle-Aquitaine;Saint-Germain;46.5637;0.87346
FR;Nouvelle-Aquitaine;Saint-Agnant-de-Versillat;46.2785;1.51019
FR;Nouvelle-Aquitaine;La Couarde-sur-Mer;46.1942;-1.42615
FR;Nouvelle-Aquitaine;Saint-Sornin-Leulac;46.1991;1.29736
FR;Nouvelle-Aquitaine;Vouillé;46.641;0.16818
IT;Trentino-Alto Adige;Vigo Meano;46.1337;11.1338
IT;Trentino-Alto Adige;Deutschnofen;46.414;11.4252
IT;Trentino-Alto Adige;Civezzano;46.0913;11.1847
IT;Trentino-Alto Adige;Mezzocorona;46.2116;11.1225
IT;Lombardy;Poppino;46.0145;8.76474
IT;Veneto;San Vito di Cadore;46.4628;12.2061
IT;Lombardy;Tovo di Sant'Agata;46.245;10.2467
IT;Friuli Venezia Giulia;Pulfero;46.1738;13.4836
IT;Lombardy;Grosotto;46.282;10.2591
IT;Lombardy;Corrido;46.0476;9.13554
IT;Trentino-Alto Adige;Baselga di Pinè;46.1325;11.2465
IT;Friuli Venezia Giulia;Nogaredo di Prato;46.0756;13.1344
IT;Lombardy;Grandola ed Uniti;46.0249;9.21274
IT;Lombardy;Temù;46.2502;10.4659
IT;Trentino-Alto Adige;Cadine;46.0896;11.0685
IT;Lombardy;Castione Andevenno;46.1728;9.80025
IT;Trentino-Alto Adige;Cavedago;46.1849;11.0328
IT;Trentino-Alto Adige;Tisens;46.5654;11.1694
IT;Friuli Venezia Giulia;Plasencis;46.0682;13.0768
FR;Bourgogne-Franche-Comté;Senozan;46.396;4.86268
