CN;Inner Mongolia;Hulun Buir;49.2114;119.756
FR;Hauts-de-France;Origny-Sainte-Benoite;49.8333;3.5
FR;Hauts-de-France;Séry-lès-Mézières;49.7735;3.42171
FR;Hauts-de-France;Bruyères-et-Montbérault;49.5253;3.66369
FR;Hauts-de-France;Vervins;49.8351;3.90925
FR;Hauts-de-France;Le Meux;49.3672;2.74374
FR;Hauts-de-France;Lacroix-Saint-Ouen;49.3568;2.78803
FR;Hauts-de-France;Fleurines;49.259;2.58385
FR;Hauts-de-France;Mézières-sur-Oise;49.7833;3.40253
FR;Hauts-de-France;Pernant;49.3813;3.23952
FR;Hauts-de-France;Sains-en-Amiénois;49.8172;2.31862
FR;Hauts-de-France;Picquigny;49.9441;2.14376
FR;Hauts-de-France;La Chapelle-en-Serval;49.1284;2.53405
FR;Île-de-France;Coulombs-en-Valois;49.0667;3.13333
FR;Hauts-de-France;Fère-en-Tardenois;49.2;3.51667
FR;Hauts-de-France;Vailly-sur-Aisne;49.4083;3.51631
FR;Hauts-de-France;Ailly-sur-Noye;49.7571;2.36367
FR;Hauts-de-France;Beaurieux;49.3932;3.73988
FR;Île-de-France;Mézy-sur-Seine;49;1.88333
FR;Grand Est;Avril;49.2876;5.96499
FR;Grand Est;Villers-la-Montagne;49.4717;5.82522
FR;Grand Est;Rettel;49.4419;6.33024
FR;Grand Est;Luttange;49.2705;6.31093
FR;Grand Est;Villers-la-Chèvre;49.5033;5.69633
FR;Grand Est;Bouzonville;49.2919;6.53386
FR;Grand Est;Sierck-les-Bains;49.4394;6.35816
FR;Grand Est;Richemont;49.2772;6.16372
FR;Grand Est;Tucquegnieux;49.3101;5.89448
FR;Grand Est;Distroff;49.333;6.26662
FR;Grand Est;Vivier-au-Court;49.7333;4.82939
FR;Grand Est;Nouvion-sur-Meuse;49.6995;4.79562
FR;Grand Est;Sainte-Menehould;49.0901;4.89733
FR;Grand Est;Sedan;49.7019;4.94028
FR;Grand Est;Ville-en-Tardenois;49.1806;3.8
FR;Grand Est;Plivot;49.0178;4.07073
FR;Grand Est;Chouilly;49.0253;4.01426
FR;Grand Est;Verneuil;49.097;3.67369
FR;Grand Est;Floing;49.7222;4.92947
FR;Grand Est;Sommepy-Tahure;49.2512;4.55834
FR;Grand Est;Sault-lès-Rethel;49.4998;4.36227
FR;Grand Est;Nouzonville;49.8137;4.74736
FR;Grand Est;Messincourt;49.6808;5.1544
FR;Normandy;Aunay-sur-Odon;49.0201;-0.63238
FR;Normandy;Genneville;49.3698;0.27541
FR;Normandy;Le Fresne-Camilly;49.2596;-0.48771
FR;Normandy;Boulon;49.0473;-0.39345
FR;Normandy;Méry-Corbon;49.1355;-0.08266
FR;Normandy;Sainte-Honorine-du-Fay;49.0778;-0.49295
FR;Normandy;Cahagnes;49.0663;-0.76869
FR;Normandy;Douvres-la-Délivrande;49.2947;-0.38039
FR;Normandy;Gonneville-sur-Mer;49.28;-0.04073
FR;Normandy;Tollevast;49.5744;-1.62746
FR;Normandy;Tilly-sur-Seulles;49.176;-0.62605
FR;Normandy;Grainville-sur-Odon;49.1394;-0.53046
FR;Normandy;Caumont-l'Éventé;49.0902;-0.80501
FR;Île-de-France;Marines;49.1449;1.98226
FR;Normandy;Tourgeville;49.3214;0.0704
FR;Normandy;Moult;49.1149;-0.16472
FR;Normandy;Le Theil;49.6099;-1.47028
FR;Normandy;Fermanville;49.6867;-1.46284
FR;Normandy;Villons-les-Buissons;49.2405;-0.4096
FR;Normandy;Louvigny;49.1572;-0.39376
FR;Normandy;Sainte-Croix-Hague;49.6385;-1.77285
FR;Normandy;Saint-Pierre-Église;49.6685;-1.40358
FR;Normandy;Digosville;49.631;-1.52627
FR;Normandy;Tonneville;49.6432;-1.71492
FR;Île-de-France;Bonnières-sur-Seine;49.0353;1.5783
FR;Île-de-France;Seraincourt;49.0357;1.86703
FR;Île-de-France;Jouy-le-Moutier;49.0107;2.04028
FR;Île-de-France;Magny-en-Vexin;49.1552;1.78669
FR;Île-de-France;Baillet-en-France;49.0619;2.2988
FR;Île-de-France;Jambville;49.0457;1.85279
FR;Île-de-France;Saint-Martin-du-Tertre;49.1074;2.34533
FR;Île-de-France;Chaumontel;49.1247;2.43237
FR;Île-de-France;Chaussy;49.1219;1.69148
FR;Île-de-France;Bruyères-sur-Oise;49.1576;2.32577
FR;Grand Est;Les Hautes-Rivières;49.8859;4.84186
FR;Grand Est;Taissy;49.2151;4.09406
FR;Grand Est;Prunay;49.1962;4.18434
FR;Grand Est;Vienne-le-Château;49.1912;4.88725
FR;Grand Est;Trigny;49.3029;3.89595
FR;Île-de-France;Othis;49.0739;2.67502
FR;Île-de-France;Étrépilly;49.0349;2.9313
BE;Wallonia;Messancy;49.592;5.81879
BE;Wallonia;Fauvillers;49.8512;5.66405
BE;Wallonia;Chiny;49.7383;5.34104
BE;Wallonia;Alle;49.8412;4.97011
BE;Wallonia;Autelbas;49.6481;5.86799
BE;Wallonia;Muno;49.7164;5.17205
FR;Hauts-de-France;Étouy;49.4186;2.36343
FR;Hauts-de-France;Rieux;49.3;2.51667
FR;Hauts-de-France;Autrêches;49.4445;3.12492
FR;Normandy;Huest;49.0386;1.20549
FR;Hauts-de-France;Guise;49.9006;3.62801
FR;Hauts-de-France;Fresnoy-le-Grand;49.9476;3.41841
FR;Hauts-de-France;Dizy-le-Gros;49.6292;4.02327
FR;Hauts-de-France;Gricourt;49.8873;3.24376
FR;Hauts-de-France;Itancourt;49.8066;3.34427
FR;Hauts-de-France;Cuffies;49.4036;3.32119
FR;Hauts-de-France;Montescourt-Lizerolles;49.7383;3.25736
FR;Hauts-de-France;Travecy;49.6869;3.35876
FR;Normandy;Brosville;49.1;1.11667
FR;Normandy;Saint-Pierre-des-Fleurs;49.25;0.96667
FR;Normandy;Toutainville;49.3647;0.46538
PL;Lesser Poland;Nowy Wiśnicz;49.9146;20.4611
DE;Rheinland-Pfalz;Erpolzheim;49.4892;8.22472
DE;Rheinland-Pfalz;Rockenhausen;49.6445;7.82848
DE;Bavaria;Nuremberg (West);49.4354;11.0041
DE;Rheinland-Pfalz;Landau;49.2091;8.13797
DE;Baden-Wurttemberg;Sankt Leon-Rot (St Leon);49.2625;8.61069
DE;Hesse;Heppenheim an der Bergstrasse;49.6417;8.61548
DE;Baden-Wurttemberg;Binau;49.3683;9.05806
DE;Bavaria;Bamberg;49.8809;10.9266
DE;Bavaria;Bayreuth;49.9427;11.5663
DE;Baden-Wurttemberg;Kirchardt;49.205;8.99167
DE;Rheinland-Pfalz;Thomm;49.7414;6.80492
DE;Rheinland-Pfalz;Selzen;49.8606;8.25528
DE;Saarland;Altforweiler;49.2741;6.70598
DE;Rheinland-Pfalz;Würzweiler;49.65;7.86667
DE;Rheinland-Pfalz;Siesbach;49.7333;7.23333
DE;Rheinland-Pfalz;Irsch;49.6049;6.59547
DE;Rheinland-Pfalz;Bayerfeld-Steckweiler;49.6786;7.79772
DE;Rheinland-Pfalz;Ruthweiler;49.55;7.36667
DE;Baden-Wurttemberg;Neulußheim;49.2933;8.52194
DE;Baden-Wurttemberg;Ladenburg;49.4731;8.60896
DE;Rheinland-Pfalz;Nanzdietschweiler;49.45;7.45
DE;Rheinland-Pfalz;Hettenleidelheim;49.5356;8.07361
DE;Rheinland-Pfalz;Merxheim;49.793;7.5601
DE;Rheinland-Pfalz;Dexheim;49.8472;8.31667
DE;Rheinland-Pfalz;Jeckenbach;49.7167;7.6
DE;Saarland;Neunkirchen;49.3378;7.1665
DE;Bavaria;Schmidgaden;49.4234;12.0925
DE;Bavaria;Bruck;49.2493;12.3071
DE;Bavaria;Unterpleichfeld;49.8689;10.044
DE;Bavaria;Allersberg;49.2513;11.2366
DE;Rheinland-Pfalz;Kirchberg;49.944;7.407
DE;Bavaria;Bodenmais;49.0667;13.1
DE;Rheinland-Pfalz;Oberweis;49.9667;6.41667
DE;Rheinland-Pfalz;Irrel;49.8454;6.45705
DE;Bavaria;Iphofen;49.7024;10.2604
DE;Bavaria;Markt Einersheim;49.6866;10.2915
DE;Baden-Wurttemberg;Wüstenrot;49.0808;9.46056
DE;Saarland;Kleinblittersdorf;49.1578;7.03734
DE;Rheinland-Pfalz;Tarforst;49.7416;6.69196
DE;Rheinland-Pfalz;Hintertiefenbach;49.7333;7.35
DE;Rheinland-Pfalz;Kirschweiler;49.75;7.25
DE;Baden-Wurttemberg;Schwarzach;49.3711;8.98325
DE;Baden-Wurttemberg;Aglasterhausen;49.3569;8.98694
DE;Bavaria;Alesheim;49.0465;10.865
DE;Bavaria;Ettenstatt;49.0775;11.0554
DE;Bavaria;Erlenbach am Main;49.8034;9.16311
DE;Baden-Wurttemberg;Großbottwar;49.0015;9.29348
DE;Bavaria;Mühlhausen;49.1695;11.4466
DE;Bavaria;Bach;49.4;12.3833
DE;Bavaria;Schönsee;49.5103;12.5476
DE;Baden-Wurttemberg;Schwäbisch Hall;49.1113;9.73908
DE;Rheinland-Pfalz;Newel;49.8124;6.58304
DE;Bavaria;Holzkirchen;49.7814;9.68028
DE;Bavaria;Bischbrunn;49.8703;9.48917
DE;Bavaria;Heimbuchenthal;49.8892;9.29556
DE;Bavaria;Mömlingen;49.8597;9.08333
DE;Bavaria;Waldaschaff;49.9753;9.30194
DE;Bavaria;Großwallstadt;49.8794;9.15338
DE;Bavaria;Schwaig;49.4696;11.2006
DE;Baden-Wurttemberg;Oberschefflenz;49.4156;9.28235
DE;Hesse;Mörlenbach;49.5992;8.73472
DE;Bavaria;Weisendorf;49.6228;10.8253
DE;Baden-Wurttemberg;Langenbrettach;49.226;9.41842
DE;Baden-Wurttemberg;Kupferzell;49.2278;9.69
DE;Bavaria;Rechtenbach;49.9831;9.50833
DE;Bavaria;Erlenbach;49.9786;9.64459
DE;Hesse;Trebur;49.9264;8.40732
DE;Bavaria;Willanzheim;49.6801;10.2325
DE;Bavaria;Pfofeld;49.1059;10.8366
DE;Bavaria;Eltmann;49.9715;10.6671
DE;Rheinland-Pfalz;Donsieders;49.2653;7.64192
DE;Bavaria;Simmershofen;49.5333;10.1333
DE;Bavaria;Gallmersgarten;49.45;10.2667
DE;Bavaria;Ursensollen;49.402;11.755
DE;Bavaria;Kemnath;49.8701;11.8908
DE;Bavaria;Grafenwöhr;49.7173;11.9065
DE;Bavaria;Kirchenthumbach;49.7487;11.7254
DE;Bavaria;Hohenfels;49.204;11.8484
DE;Bavaria;Maxhütte-Haidhof;49.1996;12.0923
DE;Rheinland-Pfalz;Philippsheim;49.95;6.63333
DE;Bavaria;Parsberg;49.1607;11.7183
DE;Bavaria;Hausen;49.8697;9.21028
DE;Rheinland-Pfalz;Argenthal;49.9667;7.6
DE;Rheinland-Pfalz;Guntersblum;49.7975;8.34556
DE;Baden-Wurttemberg;Langenburg;49.254;9.85673
DE;Bavaria;Miltach;49.162;12.7684
DE;Bavaria;Neukirchen beim Heiligen Blut;49.2587;12.9687
DE;Saarland;Luisenthal;49.2493;6.90057
DE;Bavaria;Haibach;49.0241;12.7155
DE;Bavaria;Brennberg;49.0667;12.4
DE;Rheinland-Pfalz;Osann-Monzel;49.9167;6.95
DE;Rheinland-Pfalz;Kommen;49.8833;7.13333
DE;Rheinland-Pfalz;Longkamp;49.8904;7.11764
DE;Rheinland-Pfalz;Odernheim;49.7651;7.70427
DE;Rheinland-Pfalz;Armsheim;49.8097;8.05667
DE;Bavaria;Tirschenreuth;49.8826;12.3311
DE;Rheinland-Pfalz;Wendelsheim;49.7667;8
DE;Rheinland-Pfalz;Albig;49.7736;8.12139
DE;Bavaria;Pfreimd;49.4911;12.1807
DE;Saarland;Neunkirchen;49.3445;7.18045
DE;Bavaria;Schillingsfürst;49.2878;10.2628
DE;Bavaria;Gremsdorf;49.6951;10.8322
DE;Bavaria;Röttenbach;49.6643;10.9261
DE;Rheinland-Pfalz;Pirmasens;49.203;7.59849
DE;Baden-Wurttemberg;Sulzbach an der Murr;49.0004;9.51438
DE;Bavaria;Mühlhausen;49.1622;11.4476
DE;Hesse;Rödermark (Ober-Roden);49.9682;8.81736
SK;Prešov Region;Strba;49.0591;20.0798
FR;Hauts-de-France;Gilocourt;49.2923;2.8788
DE;Baden-Wurttemberg;Mannheim (Lindenhof);49.4729;8.47621
DE;Bavaria;Bamberg;49.8839;10.9228
LU;Mersch;Mersch;49.7489;6.10611
LU;Diekirch;Gilsdorf;49.865;6.17979
LU;Wiltz;Wilwerwiltz;49.9889;5.99917
LU;Grevenmacher;Wecker;49.6947;6.38525
LU;Grevenmacher;Gostingen;49.6192;6.35444
LU;Luxembourg;Luxembourg;49.58;6.11507
JE;St Saviour;St Saviour;49.1996;-2.08672
JE;St Saviour;Five Oaks;49.1984;-2.08088
JE;St Helier;Saint Helier;49.1771;-2.09483
UA;Poltava Oblast;Kremenchuk (Avtozavods'kyi district);49.0642;33.4071
SK;Žilina Region;Dolný Kubín (Veľký Bysterec);49.2114;19.2831
SK;Žilina Region;Žilina;49.2114;18.7252
SK;Žilina Region;Kysucké Nové Mesto;49.3007;18.7843
SK;Žilina Region;Bytča;49.2217;18.5594
LU;Luxembourg;Luxembourg;49.6121;6.16649
LU;Esch-sur-Alzette;Bettembourg;49.5048;6.11276
LU;Luxembourg;Luxembourg;49.6134;6.16999
DE;Bavaria;Steinberg;49.2833;12.1833
DE;Rheinland-Pfalz;Obersimten;49.1667;7.58333
DE;Rheinland-Pfalz;Engelstadt;49.9042;8.06528
DE;Baden-Wurttemberg;Blaufelden;49.2978;9.97389
DE;Bavaria;Hohenwarth;49.2;12.9333
DE;Bavaria;Rettenbach;49.0667;12.45
DE;Bavaria;Wald;49.15;12.35
DE;Bavaria;Helmstadt;49.7618;9.70803
DE;Bavaria;Ipsheim;49.5275;10.4818
DE;Baden-Wurttemberg;Fahrenbach;49.4314;9.15056
DE;Baden-Wurttemberg;Ellhofen;49.1467;9.32194
DE;Rheinland-Pfalz;Nieder Kostenz;49.95;7.36667
DE;Rheinland-Pfalz;Schweigen-Rechtenbach;49.0531;7.95638
DE;Saarland;Saarwellingen;49.3543;6.80487
DE;Rheinland-Pfalz;Böchingen;49.2369;8.09333
DE;Bavaria;Obertrubach;49.7;11.35
DE;Rheinland-Pfalz;Morschheim;49.6967;8.02611
DE;Bavaria;Treffelstein;49.4225;12.6157
DE;Rheinland-Pfalz;Ludwigshafen am Rhein (Oppau);49.5249;8.39665
DE;Baden-Wurttemberg;Mannheim;49.5271;8.51983
DE;Baden-Wurttemberg;Heidelberg (Altstadt);49.4122;8.71094
DE;Hesse;Bensheim (Auerbach);49.6996;8.61261
DE;Hesse;Rüsselsheim am Main;49.989;8.4316
DE;Bavaria;Herzogenaurach;49.577;10.8868
DE;Hesse;Darmstadt;49.8719;8.6266
DE;Hesse;Darmstadt (Kranichstein);49.9004;8.67482
CZ;South Moravian;Brno (Brno-jih);49.1848;16.6221
GG;St Peter Port;St Peter Port;49.4657;-2.54717
CZ;Jihočeský kraj;Nová Ves u Chýnova;49.394;14.7794
CZ;Jihočeský kraj;Kovářov (Hostín);49.532;14.2717
CZ;Jihočeský kraj;Písek (Václavské Předměstí);49.3094;14.1266
CZ;Vysočina;Černovice (Dobešov);49.3607;14.9608
CZ;Jihočeský kraj;Prachatice (Prachatice II);49.0177;13.9941
CZ;South Moravian;Brno (Brno-Vinohrady);49.2058;16.6617
CZ;Moravskoslezský;Ostrava;49.8309;18.1681
CZ;Central Bohemia;Příbram;49.6972;14.0028
CZ;Moravskoslezský;Vyšní Lhoty;49.6358;18.4569
CZ;Moravskoslezský;Slavkov;49.9218;17.8364
CZ;Moravskoslezský;Rychvald;49.8662;18.3763
CZ;Moravskoslezský;Vendryně;49.6666;18.7131
CZ;Plzeň Region;Hrádek;49.7132;13.653
CZ;Plzeň Region;Mirošov;49.6878;13.6581
CZ;Plzeň Region;Janovice nad Úhlavou;49.3451;13.2181
CZ;Plzeň Region;Nepomuk;49.4862;13.5822
CZ;Plzeň Region;Všeruby;49.8417;13.2294
CZ;Plzeň Region;Velhartice;49.2652;13.3897
CZ;Plzeň Region;Plánice;49.3899;13.4711
CZ;Central Bohemia;Neveklov;49.7537;14.5329
CZ;Plzeň Region;Druztová;49.7974;13.4487
CZ;Plzeň Region;Postřekov;49.4583;12.8068
CZ;Plzeň Region;Kdyně;49.3908;13.0397
CZ;Olomoucký;Bělotín;49.5912;17.8065
CZ;Plzeň Region;Kladruby;49.715;12.9823
CZ;Plzeň Region;Horšovský Týn;49.5297;12.944
CZ;Central Bohemia;Nechvalice;49.5765;14.3966
CZ;Olomoucký;Rozstání;49.3977;16.8403
CZ;Central Bohemia;Suchdol;49.9525;15.1665
CZ;Central Bohemia;Hostomice;49.8253;14.0456
CZ;Vysočina;Hrotovice;49.1077;16.0607
CZ;Vysočina;Kostelec;49.3613;15.4907
CZ;Vysočina;Luka nad Jihlavou;49.374;15.7019
CZ;Vysočina;Jámy;49.5303;16.0061
CZ;Vysočina;Březník;49.1721;16.1941
CZ;Vysočina;Častrov;49.3078;15.1803
CZ;Vysočina;Vyskytná;49.4282;15.3655
CZ;Jihočeský kraj;Ševětín;49.1001;14.5722
CZ;Plzeňský kraj;Sušice (Sušice II);49.249;13.5474
FR;Normandy;Écouis;49.3104;1.43276
FR;Normandy;Tréauville;49.5312;-1.81238
FR;Île-de-France;Marly-la-Ville;49.082;2.50347
FR;Île-de-France;Saint-Prix;49.0167;2.26667
FR;Normandy;Saint-Jacques-sur-Darnétal;49.4398;1.20359
FR;Normandy;Léry;49.2859;1.20768
FR;Normandy;Pont-l'Évêque;49.285;0.182766
FR;Hauts-de-France;Hirson;49.9201;4.08419
FR;Île-de-France;Montsoult;49.0688;2.31195
FR;Hauts-de-France;Milly-sur-Thérain;49.5034;1.99713
FR;Normandy;Houppeville;49.5126;1.07962
FR;Hauts-de-France;La Ferté-Chevresis;49.7373;3.55829
FR;Grand Est;Thierville-sur-Meuse;49.1705;5.35266
FR;Hauts-de-France;Marseille-en-Beauvaisis;49.5755;1.95539
FR;Hauts-de-France;Songeons;49.5474;1.85419
FR;Hauts-de-France;Feuquières;49.6476;1.84362
FR;Grand Est;Moulins-lès-Metz;49.1043;6.10832
FR;Hauts-de-France;Coincy;49.1604;3.42202
FR;Grand Est;Hundling;49.106;6.98098
FR;Normandy;Rogerville;49.503;0.26516
FR;Hauts-de-France;La Capelle;49.9735;3.91678
FR;Normandy;Le Trait;49.4689;0.81634
FR;Grand Est;Puttelange-aux-Lacs;49.0532;6.92987
FR;Grand Est;Enchenberg;49.0144;7.33804
FR;Grand Est;Vigy;49.2038;6.29759
FR;Grand Est;Malroy;49.1716;6.21641
FR;Grand Est;Corny-sur-Moselle;49.0356;6.06084
FR;Hauts-de-France;Betz;49.1556;2.95584
FR;Grand Est;Balan;49.6888;4.96478
FR;Île-de-France;Le Plessis-aux-Bois;49.0036;2.76882
FR;Hauts-de-France;Lieuvillers;49.4701;2.49568
FR;Normandy;Le Vaudreuil;49.2551;1.20594
FR;Hauts-de-France;Saint-Germer-de-Fly;49.443;1.78025
FR;Hauts-de-France;Dreuil-lès-Amiens;49.9164;2.22628
FR;Hauts-de-France;Marcelcave;49.8489;2.57343
FR;Hauts-de-France;Harbonnières;49.8473;2.66947
FR;Hauts-de-France;Chaulnes;49.8188;2.79867
FR;Hauts-de-France;Montreuil-aux-Lions;49.0212;3.19543
FR;Grand Est;Jarny;49.1587;5.8764
FR;Hauts-de-France;Maignelay-Montigny;49.5531;2.52005
FR;Hauts-de-France;Chaumont-en-Vexin;49.2659;1.88597
FR;Normandy;Thue et Mue;49.2097;-0.510562
FR;Normandy;Pierreville;49.4729;-1.78332
FR;Grand Est;Champigny;49.2678;3.97098
FR;Hauts-de-France;Fleurines;49.2589;2.58421
FR;Normandy;Saint-Quentin-au-Bosc;49.9394;1.32122
FR;Hauts-de-France;Flavacourt;49.3355;1.81996
FR;Hauts-de-France;Guiscard;49.6574;3.05204
FR;Hauts-de-France;Warluis;49.3905;2.14158
FR;Hauts-de-France;La Houssoye;49.3546;1.94339
FR;Normandy;La Haye-Malherbe;49.223;1.06563
FR;Hauts-de-France;Baboeuf;49.5884;3.08252
FR;Hauts-de-France;Cuts;49.5316;3.09848
FR;Hauts-de-France;Bresles;49.4087;2.25251
FR;Normandy;Le Mesnil-Esnard;49.4132;1.14521
FR;Hauts-de-France;Le Plessis-Belleville;49.095;2.75614
FR;Normandy;Bretteville-l'Orgueilleuse;49.2119;-0.51428
FR;Hauts-de-France;Ressons-sur-Matz;49.539;2.74432
FR;Hauts-de-France;Abancourt;49.6967;1.76491
FR;Grand Est;Monthermé;49.8847;4.73013
FR;Hauts-de-France;Litz;49.4168;2.32939
FR;Grand Est;Gorcy;49.5349;5.68487
FR;Normandy;Saint-Marcel;49.1;1.45
FR;Hauts-de-France;Saint-Aubin-en-Bray;49.4212;1.87866
FR;Hauts-de-France;Liez;49.6859;3.2996
FR;Normandy;Querqueville;49.6648;-1.69544
FR;Normandy;Pirou;49.1812;-1.57452
FR;Normandy;Barneville-Plage;49.3679;-1.76512
FR;Hauts-de-France;Fère-en-Tardenois;49.2012;3.51348
FR;Normandy;Saint-Aubin-sur-Gaillon;49.147;1.32914
FR;Grand Est;Juniville;49.3967;4.3828
FR;Hauts-de-France;Vivaise;49.6208;3.56119
FR;Hauts-de-France;Chantilly;49.1946;2.47124
FR;Grand Est;Damery;49.0724;3.88036
DE;Bavaria;Guteneck;49.45;12.2833
DE;Bavaria;Teisnach;49.0249;13.0048
DE;Bavaria;Eschlkam;49.2988;12.9157
DE;Bavaria;Waldershof;49.9814;12.0629
DE;Bavaria;Etzelwang;49.5276;11.586
DE;Bavaria;Dieterskirchen;49.4167;12.4167
DE;Bavaria;Poppenricht;49.4756;11.7978
PL;Silesia;Czechowice-Dziedzice;49.9038;19.0031
FR;Normandy;Pirou;49.1809;-1.57384
FR;Normandy;Hauville;49.3965;0.77232
FR;Normandy;Montfort-sur-Risle;49.2958;0.66319
FR;Normandy;Pissy-Pôville;49.5299;0.99281
FR;Grand Est;Acy-Romance;49.5011;4.34203
CZ;Plzeňský kraj;Pilsen (Plzeň 2-Slovany);49.7398;13.3912
CZ;Plzeňský kraj;Pilsen (Plzeň);49.7462;13.4151
CZ;Olomoucký;Velký Týnec;49.5499;17.3336
CZ;Plzeň Region;Horažďovice;49.3207;13.701
CZ;Olomoucký;Němčice nad Hanou;49.3418;17.206
CZ;South Moravian;Domašov;49.2453;16.3438
CZ;Plzeň Region;Nýřany;49.715;13.2117
CZ;Plzeň Region;Blovice;49.5822;13.5401
CZ;Moravskoslezský;Opava (Předměstí);49.9324;17.8793
CZ;Moravskoslezský;Hradec nad Moravicí;49.871;17.8758
KZ;Karaganda;Abay;49.6394;72.8564
UA;Kyiv;Kozhanka;49.9723;29.7642
UA;Khmelnytskyi;Antoniny;49.8092;26.8701
UA;Vinnytsia;Brayiliv;49.1067;28.1647
FR;Hauts-de-France;Ambleny;49.3808;3.18447
FR;Grand Est;Flize;49.6987;4.77171
FR;Hauts-de-France;Mont-Saint-Père;49.0745;3.48666
FR;Hauts-de-France;Margny-lès-Compiègne;49.4239;2.81917
FR;Normandy;Auffay;49.7188;1.09911
FR;Hauts-de-France;Mouy;49.3153;2.31954
FR;Normandy;Quettetot;49.4874;-1.66702
FR;Grand Est;Neufmanil;49.811;4.79673
FR;Hauts-de-France;Beaulieu-les-Fontaines;49.6601;2.91248
FR;Normandy;Autheuil-Authouillet;49.1;1.28333
FR;Hauts-de-France;Crèvecœur-le-Grand;49.6;2.08333
FR;Normandy;La Haye-Malherbe;49.2255;1.06774
FR;Normandy;Muneville-le-Bingard;49.1207;-1.47988
FR;Grand Est;Spincourt;49.3306;5.66684
FR;Grand Est;Rémilly;49.0136;6.39219
FR;Île-de-France;Menucourt;49.0284;1.98046
FR;Normandy;Saint-Martin-de-Bonfossé;49.0527;-1.1697
FR;Hauts-de-France;Saint-Leu-d'Esserent;49.2182;2.41841
FR;Normandy;Combon;49.096;0.89119
FR;Grand Est;Bambiderstroff;49.1031;6.59232
FR;Hauts-de-France;Lignières-Châtelain;49.7752;1.86446
FR;Île-de-France;Saint-Mard;49.037;2.69645
FR;Normandy;Creully;49.2848;-0.53976
FR;Hauts-de-France;Précy-sur-Oise;49.2093;2.37285
FR;Hauts-de-France;Crépy-en-Valois;49.2362;2.89006
FR;Île-de-France;Rouvres;49.0624;2.71708
FR;Île-de-France;Saint-Soupplets;49.0387;2.80723
FR;Grand Est;Auménancourt-le-Petit;49.3763;4.05962
FR;Hauts-de-France;Brasles;49.0481;3.43
FR;Grand Est;Saint-Laurent;49.7645;4.77193
FR;Grand Est;Port à Binson;49.082;3.75989
FR;Hauts-de-France;Fontaine-lès-Vervins;49.8528;3.90042
FR;Normandy;Montigny;49.4596;1.00168
FR;Normandy;Gasny;49.0918;1.60336
FR;Grand Est;Arnaville;49.0113;6.03007
FR;Hauts-de-France;Chassemy;49.3806;3.5069
FR;Hauts-de-France;Verberie;49.3103;2.72747
FR;Normandy;Épaignes;49.2794;0.4398
FR;Grand Est;Gueux;49.2505;3.91024
FR;Normandy;Saint-Jean-du-Cardonnay;49.5046;1.0114
FR;Normandy;Gainneville;49.5176;0.264283
FR;Normandy;Routot;49.378;0.73346
FR;Île-de-France;Vémars;49.0694;2.56643
FR;Hauts-de-France;Chambly;49.1659;2.2443
FR;Hauts-de-France;Compiègne;49.3901;2.78933
FR;Hauts-de-France;Ribécourt-Dreslincourt;49.5104;2.92268
FR;Hauts-de-France;Coye-la-Forêt;49.1473;2.46306
FR;Hauts-de-France;Orry-la-Ville;49.1322;2.51307
FR;Grand Est;Scy-Chazelles;49.1139;6.11448
FR;Hauts-de-France;Blangy-Tronville;49.879;2.42263
FR;Grand Est;Landres;49.3204;5.8006
FR;Île-de-France;Gaillon-sur-Montcient;49.0333;1.9
FR;Normandy;Esquay-Notre-Dame;49.1116;-0.47242
FR;Normandy;Garcelles-Secqueville;49.0991;-0.28961
FR;Normandy;Éterville;49.1442;-0.42512
FR;Hauts-de-France;Brunehamel;49.77;4.182
FR;Normandy;Ranville;49.2307;-0.2556
FR;Normandy;Jurques;49.0178;-0.73977
FR;Normandy;Glos;49.1217;0.28135
FR;Hauts-de-France;Lachapelle-Saint-Pierre;49.2694;2.23525
FR;Hauts-de-France;Poix-de-Picardie;49.7833;1.98333
FR;Normandy;Saint-Lucien;49.5089;1.44856
FR;Hauts-de-France;Chierry;49.0394;3.42976
FR;Grand Est;Joigny-sur-Meuse;49.8374;4.76146
FR;Normandy;Calleville;49.1915;0.75739
FR;Normandy;Dampierre-en-Bray;49.5326;1.6579
FR;Hauts-de-France;Sissy;49.8018;3.42704
FR;Hauts-de-France;Épaux-Bézu;49.1076;3.34833
FR;Hauts-de-France;Savy;49.8306;3.19508
FR;Hauts-de-France;Péronne;49.9331;2.93335
FR;Île-de-France;Saint-Clair-sur-Epte;49.2078;1.68118
FR;Normandy;Canappeville;49.1565;1.0994
FR;Normandy;Thaon;49.258;-0.45605
FR;Grand Est;Sept-Saulx;49.1484;4.25388
FR;Grand Est;Attigny;49.4785;4.57803
FR;Île-de-France;Mareil-en-France;49.0694;2.42547
FR;Île-de-France;Luzarches;49.1127;2.42199
FR;Île-de-France;Belloy-en-France;49.0939;2.37165
FR;Île-de-France;Survilliers;49.0971;2.5435
FR;Hauts-de-France;Moyvillers;49.4149;2.65108
FR;Île-de-France;Varreddes;49.0031;2.92788
FR;Hauts-de-France;Gandelu;49.0938;3.18435
FR;Hauts-de-France;Ansauvillers;49.5652;2.38742
FR;Hauts-de-France;Attichy;49.4112;3.04949
FR;Hauts-de-France;Abancourt;49.6961;1.76512
FR;Hauts-de-France;Verneuil-en-Halatte;49.2742;2.51739
FR;Grand Est;Ars-sur-Moselle;49.0764;6.0755
